1;62.194378;129.777620
2;62.19477861;129.7778314
3;62.19577417;129.778665
4;62.19564972;129.77919
5;62.19775389;129.7793883
6;62.19892111;129.7763061
7;62.19963444;129.7765656
8;62.20122222;129.7736817
9;62.19925;129.7804886
10;62.199228;129.777757
11;62.19926444;129.7820433
12;62.19997222;129.7889253
13;62.19543833;129.7922683
14;62.19543083;129.7912139
15;62.19519444;129.7899583
16;62.19578167;129.7883911
17;62.19538889;129.7858125
18;62.19608333;129.7859192
19;62.19661111;129.7869719
20;62.19695278;129.7815556
21;62.19686111;129.7720642
22;62.199729;129.782389
23;62.199729;129.782389
